time,x,x_dot,z,z_dot,theta,theta_dot,u1,u2,x_ref,z_ref,theta_ref
0.0,0.9083022059240091,0.05358641812711987,0.6259707467882021,0.06539761718614898,0.13962882937247825,-0.030043432667085312,0.2966828819124838,0.2961625437571798,0.5,1.0,0.0
0.020026702269692925,0.9105953688233887,0.11465814496897458,0.6320549819224635,0.304211756713068,0.1386121853315305,-0.05083220204738759,0.29668288664223064,0.25063885523479074,0.4999824541392403,1.0041887412073853,0.0
0.04005340453938585,0.9140146017191222,0.17096164478667447,0.6422423236372486,0.5093670857392587,0.10076118985824883,-1.8925497736640837,0.06131141235437618,0.056323374905949936,0.4999298177883902,1.0083771884344908,0.0
0.06008010680907877,0.9176704213932542,0.18279098370659885,0.6502231591009581,0.3990417731854692,0.059010211851122006,-2.087548900356341,0.06586803771828528,0.05632337709707306,0.49984209464164997,1.0125650477216688,0.0
0.0801068090787717,0.9215041264989645,0.19168525528551725,0.6560758689866906,0.2926354942866231,0.009733286014818638,-2.4638462918151682,0.06113183648251794,0.05632337504529038,0.49971929085573213,1.0167520251505358,0.0
0.10013351134846463,0.9254363144765442,0.1966093988789825,0.6597393071984898,0.18317191058996535,-0.04324918896416613,-2.649123748949238,0.11204055970549168,0.11213121451873231,0.4995614150494292,1.0209378268645999,0.0
0.12016021361815754,0.9293968357455115,0.19802606344836648,0.6627999331356771,0.15303129685936148,-0.09600457017842379,-2.637769060712883,0.1751450230432039,0.17850915464979145,0.49936847830300873,1.0251221590898847,0.0
0.14018691588785048,0.9331268698956081,0.1865017075048344,0.6671719196562285,0.21859932602756688,-0.14591886085404357,-2.4957145337809905,0.24297200255797852,0.2498487068786458,0.499140494157436,1.0293047281555483,0.0
0.1602136181575434,0.9361532048751634,0.15131674897776415,0.674886830516126,0.3857455429948754,-0.1901990509130528,-2.2140095029504616,0.287104671975658,0.29668288536429066,0.4988774786134233,1.0334852405144925,0.0
0.1802403204272363,0.9379185802207076,0.08826876727720842,0.687229804376913,0.6171486930393484,-0.22671032761120385,-1.8255638349075474,0.2857015865701013,0.29668288659111774,0.49857945013030697,1.0376634027639664,0.0
0.20026702269692925,0.938050517257775,0.006596851853369112,0.7041090755051809,0.8439635564133937,-0.25435988724077924,-1.3824779814787755,0.24323748050719746,0.2543712302486168,0.4982464296247522,1.0418389216661577,0.0
0.22029372496662217,0.936525235539812,-0.07626408589814536,0.7242267864697329,1.0058855482276003,-0.27305315198030583,-0.9346632369763247,0.20535137239972154,0.21489248836578909,0.4978784404692846,1.0460115041687736,0.0
0.24032042723631508,0.9334358233782492,-0.1544706080781445,0.7464176839243569,1.1095448727311987,-0.2840859253830862,-0.5516386701390186,0.17665058770260447,0.18465603337502196,0.4974755084906501,1.0501808574256075,0.0
0.260347129506008,0.9289081767692752,-0.2263823304487001,0.7698053256316916,1.1693820853667332,-0.28870103691783255,-0.23075557673731945,0.1549220066680135,0.16161429640379094,0.4970376619680023,1.0543466888170925,0.0
0.28037383177570097,0.9230741134212791,-0.29170316739980207,0.7937334380204087,1.1964056194358605,-0.2879578296208633,0.03716036484846447,0.1379768946156385,0.14349168837105086,0.4965649316309177,1.0585087059708387,0.0
0.30040053404539385,0.9160632626135369,-0.3505425403871106,0.817696166205883,1.1981364092737157,-0.28280340519812525,0.257721221136894,0.1255920348615619,0.1301193597424596,0.49605735065723894,1.0626666167821521,0.0
0.3204272363150868,0.9079891600947502,-0.4037051259393369,0.841328129046433,1.1815981420274984,-0.27403235524658215,0.4385524975771551,0.11558326850573762,0.11922657805741828,0.49551495467074635,1.066820129434536,0.0
0.34045393858477974,0.8989588652262237,-0.4515147434263228,0.8643380608370169,1.1504965895291972,-0.26235686385924273,0.5837745693669741,0.10857136648008894,0.11148395865364387,0.4949377817386579,1.0709689524201722,0.0
0.3604806408544726,0.8890624952410219,-0.49481849926008986,0.8865252710860543,1.1093605124518693,-0.24836625062244633,0.6995306618398232,0.10278033227908702,0.10501361855959544,0.49432587236895703,1.0751127945603784,0.0
0.38050734312416556,0.8783852457669228,-0.5338624737049527,0.907726260050854,1.060049448239987,-0.2326082051938387,0.7879022714303789,0.09876114983305999,0.10037962771671408,0.49367926950755014,1.0792513650260465,0.0
0.4005340453938585,0.8670014478562964,-0.5691898955313164,0.9278298643647995,1.005180215697275,-0.21557807728822856,0.8515063952805102,0.09557883349383897,0.0967544430602589,0.49299801853525244,1.083384373358051,0.0
0.4205607476635514,0.8549804480778541,-0.6010499889221153,0.9467514513691521,0.9460793502176291,-0.19763282322079256,0.8972627033717975,0.09323712985687703,0.09412584863033989,0.49228216726460267,1.087511529487638,0.0
0.44058744993324434,0.8423860779702379,-0.6297185053808089,0.9644324316599717,0.8840490145409812,-0.17900394609830586,0.9314438561243379,0.09189093451738421,0.0925357712008859,0.4915317659365077,1.09163254375678,0.0
0.4606141522029373,0.8292762458012578,-0.6554916084490026,0.9808429763335519,0.8205272336790059,-0.1598880736423731,0.9557936227966374,0.09056353906279722,0.0909742683875993,0.49074686721671645,1.0957471269385064,0.0
0.48064085447263016,0.8157090608121752,-0.6783592494541312,0.9959530807135804,0.7555052190014245,-0.14047358712017885,0.9707243261097109,0.09064180188275002,0.09085532483199077,0.48992752619212343,1.0998549902572035,0.0
0.5006675567423231,0.8017356649883812,-0.6986697911896977,1.0097733736136971,0.6910146450058334,-0.1209189229102146,0.9777332104982117,0.08981814135355619,0.08983248818214488,0.48907380036690284,1.1039558454088796,0.0
