task_id,episode_id,time,x,x_dot,theta,theta_dot,u,x_ddot_true,theta_ddot_true,x_ddot_nom,theta_ddot_nom,res_x_ddot,res_theta_ddot,pole_length,cart_mass,pole_mass
0,0,0.38,0.31343676313597546,-0.9778709979741709,-0.034875452155927286,0.7040101868401338,-0.34615688445321247,-0.42588496450880475,0.16764540394194616,-0.5758154977523747,0.6233472020010787,0.14993053324356997,-0.4557017980591326,0.375,0.75,0.07500000000000001
0,0,0.4,0.2937089891906885,-0.986388697264347,-0.02072819025754783,0.7073630949189728,-0.12338154436760321,-0.14601641713700708,-0.1141465077708792,-0.1994140166691868,-0.010001440049471956,0.05339759953217971,-0.10414506772140725,0.375,0.75,0.07500000000000001
0,0,0.42,0.27392280867854674,-0.9893090256070871,-0.006626586962276727,0.7050801647635552,0.09718428507522958,0.13103333196179956,-0.3915060572376283,0.1732187691871421,-0.6350801146573338,-0.04218543722534254,0.2435740574197055,0.375,0.75,0.07500000000000001
0,0,0.44,0.2541890414991897,-0.9866883589678511,0.007318413910099325,0.6972500436188026,0.31372092501196547,0.40294629869748744,-0.6616961658433229,0.5389708750194153,-1.2459643348222433,-0.13602457632192788,0.5842681689789204,0.375,0.75,0.07500000000000001
0,0,0.46,0.23461645283931165,-0.9786294329939014,0.02099873631613805,0.6840161203019361,0.5244639563295725,0.6674767438825446,-0.9220896473841056,0.894826875451658,-1.8369522785557393,-0.22735013156911332,0.9148626311716337,0.375,0.75,0.07500000000000001
0,0,0.48,0.21531085487698665,-0.9652798981162505,0.03431022286322313,0.665574327354254,0.7277132913165087,0.9224642658951621,-1.1701940694856472,1.2378852983439848,-2.4026201006872148,-0.3154210324488227,1.2324260312015676,0.375,0.75,0.07500000000000001
0,0,0.5,0.1963742426210197,-0.9468306127983472,0.04715363178251396,0.6421704459645411,0.9218454365690016,1.165850649780592,-1.403681176837518,1.5653810846423444,-2.937884686621557,-0.3995304348617523,1.534203509784039,0.375,0.75,0.07500000000000001
0,0,0.52,0.177903970624965,-0.9235135998027354,0.05943556823106977,0.6140968224277907,1.1053280088025037,1.395699151923696,-1.6204174780047764,1.874711367546404,-3.438067625305998,-0.4790122156227079,1.8176501473012214,0.375,0.75,0.07500000000000001
0,0,0.54,0.15999197828967976,-0.8955996167642615,0.07106933768842368,0.5816884728676952,1.2767360272884551,1.6102155476412972,-1.8184943001549936,2.1634636804962635,-3.8989572230680545,-0.5532481328549663,2.080462922913061,0.375,0.75,0.07500000000000001
0,0,0.56,0.14272407217345104,-0.8633953058114355,0.08197570942571558,0.5453185868645953,1.4347692111145853,1.8077699361098265,-1.9962553936106797,2.42944525083548,-4.316865006590973,-0.6216753147256533,2.3206096129802933,0.375,0.75,0.07500000000000001
0,0,0.58,0.12617927403166626,-0.827239907089239,0.09208357900556322,0.5053934789923817,1.5782693670839536,1.986918162581064,-2.15232033798976,2.6707118483849785,-4.688673496353095,-0.6837936858039146,2.536353158363335,0.375,0.75,0.07500000000000001
