time,x,x_dot,theta,theta_dot,u,x_ref,theta_ref
0.0,-1.0568047807498688,-0.014178600266837774,-0.16309079337868315,0.018520551390942067,-9.999999974525567,0.0,0.0
0.02004008016032064,-1.060937271446239,-0.20662453481850823,-0.15798130639021316,0.25547434942350045,-9.999999999485757,0.0,0.0
0.04008016032064128,-1.06892071994179,-0.39917242477755377,-0.14809537345163373,0.49429664692897074,-9.364085685357487,0.0,0.0
0.06012024048096192,-1.0805114076967768,-0.5795343877493406,-0.13372823132069944,0.7183571065467144,-8.55420507868572,0.0,0.0
0.08016032064128256,-1.0953993495830006,-0.7443970943111846,-0.11524591872833577,0.9241156296181835,-7.700265729574698,0.0,0.0
0.1002004008016032,-1.1132584371418772,-0.892954377943832,-0.09301494098317771,1.1115488872579031,-6.807229759953508,0.0,0.0
0.12024048096192384,-1.1337479549702498,-1.024475891418631,-0.06740362621268466,1.280565738524653,-5.875869607254515,0.0,0.0
0.1402805611222445,-1.1565125287151359,-1.1382286872442982,-0.038785389351514564,1.4309118430585046,-4.905113295932443,0.0,0.0
0.16032064128256512,-1.181181439055618,-1.2334455170240994,-0.007542437219485328,1.5621476066014617,-3.893017871845564,0.0,0.0
0.18036072144288576,-1.207367697399731,-1.3093129172056535,0.025930729184442367,1.6736583201963846,-2.8374310054472103,0.0,0.0
0.2004008016032064,-1.234667152890262,-1.3649727745265539,0.061224447707793825,1.7646859261675731,-1.7366056331528847,0.0,0.0
0.22044088176352705,-1.262657875602793,-1.3995361356265528,0.09791202801969948,1.834379015595283,-0.5897989518875002,0.0,0.0
0.24048096192384769,-1.2909000456260915,-1.4121085011649235,0.13554918261212168,1.8818577296211099,0.6021445704450059,0.0,0.0
0.2605210420841683,-1.3189365595933955,-1.4018256983652024,0.1736749680899635,1.9062892738920911,1.8362277715223638,0.0,0.0
0.280561122244489,-1.3462945455798714,-1.3678992993237942,0.21181434714647923,1.906968952825786,3.1067504052785546,0.0,0.0
0.3006012024048096,-1.372487957571968,-1.3096705996048315,0.24948237642513402,1.8834014639327392,4.40476846859894,0.0,0.0
0.32064128256513025,-1.3970214055330739,-1.2266723980552932,0.28618993387831343,1.8353778726589716,5.717567701460014,0.0,0.0
0.3406813627254509,-1.4193953652577287,-1.1186979862327444,0.32145083354492626,1.7630449833306407,7.028183960869331,0.0,0.0
0.3607214428857715,-1.4391128949123821,-0.9858764827326711,0.3547901377143727,1.6669652084723208,8.315076210180663,0.0,0.0
0.3807615230460922,-1.4556879353580359,-0.8287520222826865,0.38575344142941187,1.5481651857519596,9.552162701676199,0.0,0.0
0.4008016032064128,-1.4686551487584762,-0.6483606700220154,0.41391682818795483,1.408169337927147,9.999999953350338,0.0,0.0
0.42084168336673344,-1.477854656015507,-0.45997536285153917,0.4392725974757142,1.2677884643879676,9.999999999959474,0.0,0.0
0.4408817635270541,-1.4832985620034331,-0.27219529939630177,0.46203206931696006,1.1379735920622935,9.999999999999979,0.0,0.0
0.4609218436873747,-1.484997731358561,-0.08495846775639437,0.482386017473669,1.0176974078354457,9.999999999853134,0.0,0.0
0.48096192384769537,-1.4829618354786507,0.1017947939955143,0.5005057714655938,0.9059876995962434,9.999999999986434,0.0,0.0
0.501002004008016,-1.4771994177927221,0.2881208842964285,0.5165443180993269,0.801927331686652,10.0,0.0,0.0
0.5210420841683366,-1.4677179675356398,0.4740725128541208,0.5306373634298142,0.7046522665243664,10.0,0.0,0.0
0.5410821643286573,-1.4545239954216775,0.6596986056981139,0.5429043291652074,0.6133482867696619,10.0,0.0,0.0
0.561122244488978,-1.4376231068658059,0.8450444277935792,0.5534492668562818,0.5272468845537226,10.0,0.0,0.0
