time,x,x_dot,theta,theta_dot,u,x_ref,theta_ref
0.0,-0.6789246533227384,-0.018964536872171228,0.029895127730876825,0.001279953454029606,-3.334722742414981,0.0,0.0
0.02004008016032064,-0.6806137181793925,-0.084453242832706,0.032058930908159505,0.10819015886413394,-3.1406798300771115,0.0,0.0
0.04008016032064128,-0.6835374410812609,-0.14618614509341923,0.03626096984938639,0.21010194706134422,-2.1065407072212112,0.0,0.0
0.06012024048096192,-0.6872934644974068,-0.18780117080729547,0.04192289423717566,0.28309621938946344,1.922825956740641,0.0,0.0
0.08016032064128256,-0.6903111829703595,-0.15088592364763673,0.04672530587478167,0.24012058188030028,0.07370853950108436,0.0,0.0
0.1002004008016032,-0.6933134620835457,-0.1501139556593111,0.05177907148943857,0.2526882807328447,-1.0065636980431631,0.0,0.0
0.12024048096192384,-0.6967231995878983,-0.1704868752176319,0.057746959140204716,0.2983943825383073,0.39567904445184165,0.0,0.0
0.1402805611222445,-0.6999949817918172,-0.16358911019594174,0.06384753927562983,0.30502900677125566,1.3760496704548442,0.0,0.0
0.16032064128256512,-0.7027480834855536,-0.1376550846868241,0.06954710305980852,0.28497818920893403,0.15161082019617322,0.0,0.0
0.18036072144288576,-0.7054617970358907,-0.13568567751685423,0.07559611643774333,0.3024506688967409,0.6264191550737614,0.0,0.0
0.2004008016032064,-0.7079526098572634,-0.12454064106863348,0.08175574641351116,0.3079814987883913,2.3618898150323577,0.0,0.0
0.22044088176352705,-0.7095453684490003,-0.07963792958684787,0.08705352158568852,0.26488875860886807,1.264279627661959,0.0,0.0
0.24048096192384769,-0.7106697389272763,-0.056218523913796226,0.0921627213883533,0.25545999013323917,1.6818186595020785,0.0,0.0
0.2605210420841683,-0.7111643606740515,-0.024731087338763814,0.09687270651979782,0.23549925657222628,3.4123319625801063,0.0,0.0
0.280561122244489,-0.710355782244603,0.040428921472426556,0.10020663751625858,0.16669654982303783,0.9845489101286278,0.0,0.0
0.3006012024048096,-0.709191744086213,0.05820190791950172,0.10359824704383506,0.16958047637882426,1.1694303287595846,0.0,0.0
0.32064128256513025,-0.7076011223621543,0.07953108620293375,0.10696149827545184,0.16816256158083903,1.2234736869459717,0.0,0.0
0.3406813627254509,-0.7055638084897772,0.10186569361885572,0.11028629958594181,0.1662400655244987,1.8937224327526363,0.0,0.0
0.3607214428857715,-0.7028194381356567,0.1372185177060251,0.11320438346866755,0.14590419413628677,2.543553862926455,0.0,0.0
0.3807615230460922,-0.6991155272147996,0.18519554604285382,0.11535706854202957,0.10763425366810046,2.5714411300134508,0.0,0.0
0.4008016032064128,-0.6944418594014355,0.23368339066820482,0.11674206213568764,0.06924967968290371,2.358383123795438,0.0,0.0
0.42084168336673344,-0.6888819167213871,0.27799713400241965,0.11749197432276336,0.037495609353786284,2.6055407568056457,0.0,0.0
0.4408817635270541,-0.6823395764490972,0.32711701361449763,0.11746819745441407,-0.0011888434174639473,2.539220817980652,0.0,0.0
0.4609218436873747,-0.6748406885775033,0.3749443935796921,0.11670907238971127,-0.037956253235140056,2.3106154541922495,0.0,0.0
0.48096192384769537,-0.6664741454991813,0.41832715391610187,0.11534239044010157,-0.06833409748048504,2.583151680326485,0.0,0.0
0.501002004008016,-0.6571332913754032,0.467042706188905,0.11320114727437797,-0.10706215828618004,2.111273452606212,0.0,0.0
0.5210420841683366,-0.6470014472104582,0.5065922082472536,0.11054553657104406,-0.13278053516669508,2.268026382125967,0.0,0.0
0.5410821643286573,-0.6360167100258018,0.549236859232813,0.10726746906323792,-0.16390337539030664,2.105180626787343,0.0,0.0
0.561122244488978,-0.6242415943264615,0.5887557849670146,0.1034405149011325,-0.1913477081052709,1.9922083921251597,0.0,0.0
0.5811623246492986,-0.6117190147772018,0.6261289774629837,0.09910582145502256,-0.21673467230549673,1.8654692322130373,0.0,0.0
0.6012024048096192,-0.5984971121818277,0.6610951297687088,0.0943093681217915,-0.2398226666615533,1.7008862832536684,0.0,0.0
0.6212424849699398,-0.5846386590576491,0.6929226562089278,0.08911629738239944,-0.25965353696960275,1.7042892602259516,0.0,0.0
0.6412825651302605,-0.570140810088114,0.7248924484767566,0.08349151911931701,-0.28123891315412175,1.582222941902096,0.0,0.0
0.6613226452905812,-0.5550495302617066,0.7545639913203753,0.07747030303939614,-0.30106080399604324,1.4454786638384036,0.0,0.0
0.6813627254509018,-0.5394164045431393,0.781656285928364,0.07109404764550081,-0.3188127696947668,1.2162498870465095,0.0,0.0
0.7014028056112224,-0.5233290027406996,0.8043700901219851,0.06445594405377311,-0.3319051795863852,1.0593209002651944,0.0,0.0
0.721442885771543,-0.5068466320151103,0.8241185362794644,0.05760548863996538,-0.34252277069038645,0.8547318180055596,0.0,0.0
0.7414829659318637,-0.49004714308448,0.8399744465315122,0.05061876308099638,-0.34933627794845024,0.8348635506917439,0.0,0.0
0.7615230460921844,-0.4729362908831149,0.8555426100682547,0.04346320759070821,-0.35777777451440845,0.6790078242889226,0.0,0.0
0.781563126252505,-0.4555728409613238,0.8681724960895552,0.03618467340862723,-0.3639267091040488,0.5270013223252143,0.0,0.0
0.8016032064128256,-0.43801402941171363,0.8779405774805086,0.028826058111835907,-0.3679307648395661,0.4363125497798364,0.0,0.0
0.8216432865731462,-0.4202931490868787,0.8860440162417456,0.02139396032299669,-0.3716048894419609,0.8510355834128376,0.0,0.0
0.8416833667334669,-0.40224625619407706,0.9023446446400833,0.013598969289268566,-0.3897495516864061,0.3656977130983082,0.0,0.0
0.8617234468937875,-0.38406051758127135,0.9092869306402844,0.005675768538926712,-0.3961600375170927,0.3867488948819022,0.0,0.0
0.8817635270541082,-0.3657254692900507,0.9167524145610331,-0.002437900738957244,-0.4056834638941978,-0.05434811319982508,0.0,0.0
0.9018036072144289,-0.3474109380790729,0.9157265605488888,-0.010535139599088753,-0.40486194300657546,-0.5176457133835881,0.0,0.0
0.9218436873747494,-0.329295418259266,0.9057759909903454,-0.018395971167897485,-0.3930415784404367,-0.5774027857026531,0.0,0.0
0.9418837675350701,-0.31139999428062215,0.8947711989321919,-0.026035015662238578,-0.3819522247170546,-0.7239661118965355,0.0,0.0
0.9619238476953907,-0.2937796819904866,0.8810156145067775,-0.03341476313264683,-0.3689873735204128,-0.7566933549204666,0.0,0.0
0.9819639278557114,-0.27644514581938046,0.866726808555308,-0.04056267285886718,-0.35739548631101753,-0.9864827763052495,0.0,0.0
1.002004008016032,-0.2594840030936583,0.848057136286106,-0.04738959685418956,-0.34134619976611896,-1.2391913011257394,0.0,0.0
1.0220440881763526,-0.24299289239920202,0.8245555347228145,-0.05379107678966681,-0.32007399677386267,-2.7476445922154475,0.0,0.0
1.0420841683366733,-0.22755847957493955,0.7717206412131242,-0.058926732680626884,-0.25678279454800346,-2.7006052153669593,0.0,0.0
1.062124248496994,-0.2131608746160646,0.7198802479437477,-0.06285691823916982,-0.19650927792714673,-2.143847641415746,0.0,0.0
1.0821643286573146,-0.1995816963860027,0.6789589115030935,-0.06593177802997995,-0.15374298954050591,-1.720749642279,0.0,0.0
1.1022044088176353,-0.18665497904904513,0.6463358668478785,-0.06841783893785423,-0.1243030453937142,-1.6711328848347367,0.0,0.0
1.122244488977956,-0.17436063588105571,0.6147171583994702,-0.07035988095386324,-0.0971021008004503,-1.5700336298563256,0.0,0.0
1.1422845691382766,-0.16265865836803425,0.5850988756510731,-0.07182924322375725,-0.0734681134947007,-1.474036457970683,0.0,0.0
1.1623246492985972,-0.15151116885904278,0.5573744754495732,-0.07289126564553919,-0.05310112108909669,-1.3684591475044765,0.0,0.0
1.1823647294589177,-0.14087667343353452,0.5317247712754133,-0.07361427333428508,-0.03615038443729424,-1.2137795226693067,0.0,0.0
1.2024048096192383,-0.13069462490720235,0.5091024263166085,-0.07409306244996795,-0.023939455784143686,-1.102060687930668,0.0,0.0
1.222444889779559,-0.12092130607231791,0.48866594174422234,-0.0743958178544012,-0.015137770221662508,-1.2575136265511706,0.0,0.0
1.2424849699398797,-0.11161726659798912,0.465201973716439,-0.07443381079439206,-0.0018996469995423617,-1.2249796309925047,0.0,0.0
1.2625250501002003,-0.10276980471714109,0.44237309404240177,-0.07422625392596918,0.010377843421143298,-1.1875053826811772,0.0,0.0
1.282565130260521,-0.09436436286943053,0.42027209238552776,-0.07379368300764441,0.021628545916238726,-1.1397646647472512,0.0,0.0
1.3026052104208417,-0.08638244394816524,0.39909594606326426,-0.07316119474231449,0.03162441326649629,-1.0436637579026031,0.0,0.0
1.3226452905811623,-0.07878674441047268,0.37978497688462853,-0.07238082374388169,0.03901854992163968,-1.018180388844047,0.0,0.0
1.342685370741483,-0.07156754893307364,0.36095977386995187,-0.07146248933338084,0.045916720525042753,-0.9793792795908263,0.0,0.0
1.3627254509018036,-0.06470998677858178,0.34287810772459276,-0.07042300705878193,0.05197411372994511,-0.9554928472839403,0.0,0.0
1.3827655310621243,-0.058205039721747696,0.32524735284170414,-0.06926972938295793,0.05766388379119984,-0.9305787000128782,0.0,0.0
1.4028056112224447,-0.05204332117498286,0.3080859273382418,-0.06800989059056496,0.06299193961964848,-0.8384518138991336,0.0,0.0
1.4228456913827654,-0.046189255656091555,0.2927032759445653,-0.06668926703675139,0.06603117769067864,-0.6171620653766572,0.0,0.0
1.442885771543086,-0.040556897553338814,0.28161790513763685,-0.06542862641025263,0.06303203132493813,-0.5893121117489915,0.0,0.0
1.4629258517034067,-0.035135742660763095,0.2710577446287859,-0.0642362620498018,0.05961821802254101,-0.6439255400379744,0.0,0.0
1.4829659318637274,-0.029947436710644634,0.25941529750592307,-0.06307277609956936,0.058174297511622175,-0.7650819595378878,0.0,0.0
1.503006012024048,-0.02503957729339129,0.24539297086266718,-0.06186010963567608,0.06063332319466429,-0.7109170504457119,0.0,0.0
1.5230460921843687,-0.020391381914374125,0.23240976895085824,-0.06062221338746796,0.06189481241040567,-0.7388405045283957,0.0,0.0
1.5430861723446894,-0.016014099148491185,0.21886413829414694,-0.05933496586985325,0.06436237588073583,-0.6904900239911583,0.0,0.0
1.56312625250501,-0.011889235770195758,0.20624316891477137,-0.058018458786904856,0.06582535414741969,-0.7178332187567501,0.0,0.0
1.5831663326653307,-0.008027836809689154,0.19306994802533015,-0.05664841067524977,0.06850240558275447,-0.6440615720755795,0.0,0.0
1.6032064128256511,-0.0044015147303431415,0.18131610396730063,-0.05525923935328314,0.06945856609833147,-0.5950582165179686,0.0,0.0
1.6232464929859718,-0.0009915496998531077,0.17049825152450168,-0.053870786369951774,0.06942264916656819,-0.5982590862651521,0.0,0.0
1.6432865731462925,0.0022004116970210734,0.15959806984370906,-0.0524724155515578,0.06991854091969876,-0.6240080281455261,0.0,0.0
1.6633266533066131,0.005163922787390944,0.14817555451849354,-0.05104025827248542,0.07160786395361905,-0.6215626538609476,0.0,0.0
